"","Crime.ID","Month","Reported.by","Falls.within","Longitude","Latitude","Location","LSOA.code","LSOA.name","Crime.type","Last.outcome.category","Context"
"13691","32b02dd30fec4c1e4a0fee7a78872ba660c34ea89852c11834e24876f3dd897f","2013-12","South Wales Police","South Wales Police",-3.181286,51.480913,"On or near Nightclub","W01001939","Cardiff 032F","Criminal damage and arson","Under investigation",NA
"13692","2130a6a076ab7b25569bbe72d59742de09af42976ced5da5fb22a53ed438196e","2013-12","South Wales Police","South Wales Police",-3.181286,51.480913,"On or near Nightclub","W01001939","Cardiff 032F","Criminal damage and arson","Under investigation",NA
"13693","383431e154e849db421efc5f6276a5cdb6e5a83f72450592cc95e7aaa8cda79d","2013-12","South Wales Police","South Wales Police",-3.173256,51.480598,"On or near Heol Siarl","W01001939","Cardiff 032F","Criminal damage and arson","Awaiting court outcome",NA
"13694","bc1a252cd67e681827068a922588c8a90a0318ca7440a799a3e722c6fc255203","2013-12","South Wales Police","South Wales Police",-3.182845,51.481068,"On or near Heol Y Castell","W01001939","Cardiff 032F","Criminal damage and arson","No further action at this time",NA
"13695","67f01646b7f0e52519577e9dd17f239cb20ee2a75b6306f027026f537aaf34e3","2013-12","South Wales Police","South Wales Police",-3.176574,51.482498,"On or near Shopping Area","W01001939","Cardiff 032F","Criminal damage and arson","Offender given a caution",NA
"13696","eba38dcc02fa60052fde841bad69af5095adbdc7a2fd460518fa36ccb4f363e6","2013-12","South Wales Police","South Wales Police",-3.181057,51.489899,"On or near Pedestrian Subway","W01001939","Cardiff 032F","Criminal damage and arson","No further action at this time",NA
"13697","8e17fc641f40c5560bbce788ba85d2cd41a1e397a13dda41a9956c00a92cc31e","2013-12","South Wales Police","South Wales Police",-3.177476,51.480601,"On or near Working Street","W01001939","Cardiff 032F","Criminal damage and arson","No further action at this time",NA
"13698","9a4fdb0d443079fc982d8b7c9960b86eaab3a1332963786f6d9cc820d90ac7dc","2013-12","South Wales Police","South Wales Police",-3.181439,51.47682,"On or near Sports/Recreation Area","W01001939","Cardiff 032F","Criminal damage and arson","Under investigation",NA
"13699","eea33def72fbb8428fc851f9c823949b52f220795100ecfed6a4e28a002c70f9","2013-12","South Wales Police","South Wales Police",-3.181057,51.489899,"On or near Pedestrian Subway","W01001939","Cardiff 032F","Criminal damage and arson","No further action at this time",NA
"13700","6b5adc0d3f7e2784d6327ad4088410e666e3a0e30d2e980df2335aee8b1a4f00","2013-12","South Wales Police","South Wales Police",-3.177476,51.480601,"On or near Working Street","W01001939","Cardiff 032F","Criminal damage and arson","No further action at this time",NA
"13701","b1fdef64496970c4e71754666d4b67f5b8ff1fbb5c31b92b0f17ff49bf59fe0f","2013-12","South Wales Police","South Wales Police",-3.178431,51.481895,"On or near Shopping Area","W01001939","Cardiff 032F","Criminal damage and arson","Awaiting court outcome",NA
"13702","d4de501ae1b051708d8c13586edde25cc139aa27847d5f01c69c02d727fbf1ec","2013-12","South Wales Police","South Wales Police",-3.175166,51.483169,"On or near Nightclub","W01001939","Cardiff 032F","Criminal damage and arson","Under investigation",NA
"13703","3a886c51aa228eaaa1265123acbce9e900cc961feca9a6d0760dcc64b2e72d9b","2013-12","South Wales Police","South Wales Police",-3.171313,51.481751,"On or near Parking Area","W01001939","Cardiff 032F","Criminal damage and arson","No further action at this time",NA
"13704","b407f1ae06a23d05305e0f3ca3b28e475419a0d966d1897f99ad53484fd353b2","2013-12","South Wales Police","South Wales Police",-3.176574,51.482498,"On or near Shopping Area","W01001939","Cardiff 032F","Criminal damage and arson","Under investigation",NA
"14095","372af4dc66ce1eb6bc8217889866203d9ec0c049ca5b9bbcde3bbc201dd7da55","2013-12","South Wales Police","South Wales Police",-3.17756,51.477741,"On or near St Mary Street","W01001941","Cardiff 032G","Criminal damage and arson","Under investigation",NA
"14096","ff6702ad52e6f350d1d589d9fe848823189532cf7a0a4c96a041d256e5d99c4a","2013-12","South Wales Police","South Wales Police",-3.176335,51.477699,"On or near Shopping Area","W01001941","Cardiff 032G","Criminal damage and arson","No further action at this time",NA
"14097","2ccc22bb10f0a93f4158882a0173425476a57d0b239746202f102e2b5381bd0f","2013-12","South Wales Police","South Wales Police",-3.178678,51.478656,"On or near Nightclub","W01001941","Cardiff 032G","Criminal damage and arson","Under investigation",NA
"14098","d2cf8b3d0aae36cd05d0d5b81e4e66024dffb708b18debd2fe95912d1e755517","2013-12","South Wales Police","South Wales Police",-3.177068,51.477629,"On or near Caroline Street","W01001941","Cardiff 032G","Criminal damage and arson","No further action at this time",NA
"14099","bcfa62108cdf9031c22a42d7d9157b45b38112cadf35b35e374df7b3a152351e","2013-12","South Wales Police","South Wales Police",-3.176377,51.477069,"On or near Nightclub","W01001941","Cardiff 032G","Criminal damage and arson","Under investigation",NA
"14100","5fbcb71f4e69b56cea94758283f49e96de4ec79b8bf89d7a431fc3b90ab1ed34","2013-12","South Wales Police","South Wales Police",-3.176335,51.477699,"On or near Shopping Area","W01001941","Cardiff 032G","Criminal damage and arson","No further action at this time",NA
"14101","05cafc570209693d8079b049a3ca41adb502e28327a75d6dd323ff5fd0aa18cb","2013-12","South Wales Police","South Wales Police",-3.177277,51.479605,"On or near Nightclub","W01001941","Cardiff 032G","Criminal damage and arson","No further action at this time",NA
"14307","930bd57a724774f0144f2f80138d73ef068c85ad919a340866c0cac35a0ee080","2013-12","South Wales Police","South Wales Police",-3.170945,51.489892,"On or near Northcote Street","W01001829","Cardiff 033A","Criminal damage and arson","No further action at this time",NA
"14332","bea25eeb16620bf74974674800e77d7971aa58e4d3e2b6e9f3f0118cb809b8ba","2013-12","South Wales Police","South Wales Police",-3.161819,51.492384,"On or near Arran Place","W01001830","Cardiff 033B","Criminal damage and arson","Under investigation",NA
"14364","fe29fde0d6d6b7946c6456a9e7e949a6766b044cb20955582d46502365a6aca5","2013-12","South Wales Police","South Wales Police",-3.154797,51.491545,"On or near A469","W01001833","Cardiff 033D","Criminal damage and arson","No further action at this time",NA
"14365","98373d6cebcbe4be60ce65367089ee928fd6d491c1e9a6cd85459924f435da95","2013-12","South Wales Police","South Wales Police",-3.158461,51.49061,"On or near Princes Avenue","W01001833","Cardiff 033D","Criminal damage and arson","No further action at this time",NA
"14386","d7b984239f668e6441bf420e4c4d7b110490a30ecb2fd782610ca9c79e88b0ae","2013-12","South Wales Police","South Wales Police",-3.16417,51.489672,"On or near Crofts Street","W01001834","Cardiff 033E","Criminal damage and arson","No further action at this time",NA
"14387","28a2951db8fe8a2f55d799790970ac536dcf3fe1c07dd5575134800deea50d24","2013-12","South Wales Police","South Wales Police",-3.165809,51.490105,"On or near Cyfarthfa Street","W01001834","Cardiff 033E","Criminal damage and arson","No further action at this time",NA
"14388","53d770fefaff9638d070342eab48c251fbc75253652c05cf7f7880823f80a7a7","2013-12","South Wales Police","South Wales Police",-3.165324,51.489732,"On or near Rose Street","W01001834","Cardiff 033E","Criminal damage and arson","No further action at this time",NA
"14404","684124f98f4e97ee333837ef2e822134e2b1d611d78b5e62aad9a1e7a7770bb2","2013-12","South Wales Police","South Wales Police",-3.170866,51.485676,"On or near Princes Court","W01001835","Cardiff 033F","Criminal damage and arson","No further action at this time",NA
"14405","fb0b1be32c5ead485e89568fee23638b5bf617c599c0c24cf43695655db55c08","2013-12","South Wales Police","South Wales Police",-3.168182,51.486611,"On or near St Peter'S Street","W01001835","Cardiff 033F","Criminal damage and arson","Awaiting court outcome",NA
"14406","987ac93e21ed79f34b4622f02fdfd9f52a714e4a137bc29acdfbfa713889e261","2013-12","South Wales Police","South Wales Police",-3.170866,51.485676,"On or near Princes Court","W01001835","Cardiff 033F","Criminal damage and arson","No further action at this time",NA
"14407","8b0bcd126684f69688101e5dcc54a456e0475b41d44e9e6e5e804c722771fdf9","2013-12","South Wales Police","South Wales Police",-3.162082,51.487975,"On or near Elm Street","W01001835","Cardiff 033F","Criminal damage and arson","No further action at this time",NA
"14434","d78442c9c72be10ad0681a6f8a0852d53a16c19f53e6a0da23d98964237115a2","2013-12","South Wales Police","South Wales Police",-3.200493,51.487921,"On or near Iestyn Street","W01001858","Cardiff 034A","Criminal damage and arson","No further action at this time",NA
"14469","32628d4e887e30fdd86184315946e62b148c277be0fffaa9b8def1f6f1049d1a","2013-12","South Wales Police","South Wales Police",-3.192391,51.482123,"On or near Hospital","W01001861","Cardiff 034D","Criminal damage and arson","Offender given a caution",NA
"14470","b8ba5f25cd4bfbeaab023a1e2c6a04d96ce34671cb1d95366f0283bf497dc067","2013-12","South Wales Police","South Wales Police",-3.194328,51.48347,"On or near Talbot Street","W01001861","Cardiff 034D","Criminal damage and arson","Under investigation",NA
"14493","3fd2776ef115403402e1fbe30498ffb7a1d53c0f523792d7a72ab451f739b565","2013-12","South Wales Police","South Wales Police",-3.216572,51.482153,"On or near Cliff Place","W01001714","Cardiff 035A","Criminal damage and arson","Under investigation",NA
"14494","276766c9f7a4b386e5dfcf25034268213513498c49e0eb5483394310c382a142","2013-12","South Wales Police","South Wales Police",-3.218285,51.488079,"On or near Pencisely Rise","W01001714","Cardiff 035A","Criminal damage and arson","No further action at this time",NA
"14513","7f94dcdffe3130cc866bcc40b3235a1ffff078912354c67fef7e9dc740a6c750","2013-12","South Wales Police","South Wales Police",-3.214725,51.484735,"On or near Ethel Street","W01001717","Cardiff 035D","Criminal damage and arson","Under investigation",NA
"14533","0367a2840b80d899596388f3b88818ee308e22bf6fcbbecb8dcbcde00f94895f","2013-12","South Wales Police","South Wales Police",-3.159018,51.48645,"On or near Police Station","W01001694","Cardiff 036A","Criminal damage and arson","No further action at this time",NA
"14534","21b947f01bd7b2a47dbc79372800066587a073b67877c01d02d873e70d2071b4","2013-12","South Wales Police","South Wales Police",-3.154577,51.486799,"On or near Helen Street","W01001694","Cardiff 036A","Criminal damage and arson","Under investigation",NA
"14535","3cb0aad1864b85dcc361ae77424160fc2a9a2d5b21d0c7c55c5192283ca28424","2013-12","South Wales Police","South Wales Police",-3.154577,51.486799,"On or near Helen Street","W01001694","Cardiff 036A","Criminal damage and arson","No further action at this time",NA
"14561","899c129f978c844412cde0c66b64529391e0c30cc752a8bd2a3eadec4f53a00e","2013-12","South Wales Police","South Wales Police",-3.164864,51.483568,"On or near Howard Terrace","W01001695","Cardiff 036B","Criminal damage and arson","Offender given a caution",NA
"14562","b3b0c9dc8817af8091d6be59ecb3b68f22ec45066315f6e07035e6c8eca274d9","2013-12","South Wales Police","South Wales Police",-3.166283,51.481046,"On or near Windsor Road","W01001695","Cardiff 036B","Criminal damage and arson","No further action at this time",NA
"14591","d2c9827e9f8c7dd662832aa244528ad2e8abb3b12070db7f9ed5b6f233403189","2013-12","South Wales Police","South Wales Police",-3.157019,51.483709,"On or near Tin Street","W01001696","Cardiff 036C","Criminal damage and arson","No further action at this time",NA
"14592","664ead76f9dd0ce6a8cb5242dd57e17f297e7eedcf0b067a15ecfb880c48d289","2013-12","South Wales Police","South Wales Police",-3.157019,51.483709,"On or near Tin Street","W01001696","Cardiff 036C","Criminal damage and arson","Under investigation",NA
"14593","8404abb41d3a367558b66b1d0472a30a21a648ced0be010e465b115de25a6b9c","2013-12","South Wales Police","South Wales Police",-3.157019,51.483709,"On or near Tin Street","W01001696","Cardiff 036C","Criminal damage and arson","Under investigation",NA
"14594","a20eb1eb5922360ced7c5e3825ae308dc001e81b66dcf61212800bd46675f142","2013-12","South Wales Police","South Wales Police",-3.157379,51.48313,"On or near Anderson Place","W01001696","Cardiff 036C","Criminal damage and arson","Under investigation",NA
"14595","4e0c0372215041160b74406ef247fd2617762af70c5b5ef2a9fbe61a19928b31","2013-12","South Wales Police","South Wales Police",-3.163866,51.484531,"On or near Glossop Road","W01001696","Cardiff 036C","Criminal damage and arson","No further action at this time",NA
"14596","8d43272abb91213ce8a43a764593d56addfa5572482a0a98b0c06ef47087e95e","2013-12","South Wales Police","South Wales Police",-3.160262,51.48383,"On or near System Street","W01001696","Cardiff 036C","Criminal damage and arson","No further action at this time",NA
"14615","799aae922f34494199591f62e87cce9c48e33ccf052e5e5dddfd56c3161b0232","2013-12","South Wales Police","South Wales Police",-3.152398,51.486632,"On or near Pearl Street","W01001697","Cardiff 036D","Criminal damage and arson","No further action at this time",NA
"14616","0bd6d83d77eb00294c65c5cf792113e235c55bd6d8aadabbdd34ff33a9e7993b","2013-12","South Wales Police","South Wales Police",-3.148916,51.490784,"On or near Beresford Road Lane","W01001697","Cardiff 036D","Criminal damage and arson","Under investigation",NA
"14617","250b497ca8ea5b4b28bf34aaca9d52a13be8a395ee28b30f9d3a39ebf6da7ae7","2013-12","South Wales Police","South Wales Police",-3.150049,51.491169,"On or near Newport Road","W01001697","Cardiff 036D","Criminal damage and arson","No further action at this time",NA
"14618","f08e2ce311d18a4e83ff085340d7856ffd2fd9dbe999b043e6c27077532a2529","2013-12","South Wales Police","South Wales Police",-3.152473,51.487908,"On or near Harold Street","W01001697","Cardiff 036D","Criminal damage and arson","No further action at this time",NA
"14619","2119f589c40d645e734f57baeaa0ee3b12ced01029a61cea88a1c0b25722d6db","2013-12","South Wales Police","South Wales Police",-3.152398,51.486632,"On or near Pearl Street","W01001697","Cardiff 036D","Criminal damage and arson","Under investigation",NA
"14620","4a86e902d76e9c9f338fc114451416bebd18c5bb37418b08d8cd524f73b9dae1","2013-12","South Wales Police","South Wales Police",-3.152398,51.486632,"On or near Pearl Street","W01001697","Cardiff 036D","Criminal damage and arson","No further action at this time",NA
"14621","2f5eddc654c5b13a9d18d6194e4575a05a4ef6ae04bb13cc25dc8c2b26849768","2013-12","South Wales Police","South Wales Police",-3.152398,51.486632,"On or near Pearl Street","W01001697","Cardiff 036D","Criminal damage and arson","No further action at this time",NA
"14622","6e73f2c77f587ad16c4136e3109a9da678e63a1423ff53f3c6c085e109f3db77","2013-12","South Wales Police","South Wales Police",-3.150637,51.489347,"On or near Arthur Street","W01001697","Cardiff 036D","Criminal damage and arson","Under investigation",NA
"14636","7650faaaea73f226e1ced1011ad9f3f82a31423ae6609b501e65736034f3a3b8","2013-12","South Wales Police","South Wales Police",-3.151243,51.488819,"On or near Bradley Street","W01001698","Cardiff 036E","Criminal damage and arson","Offender given a caution",NA
"14637","6a9b0438c0b50815472faced4091e6df1380b2df187f16eb764e90d552f4df1d","2013-12","South Wales Police","South Wales Police",-3.158089,51.487844,"On or near Cyril Crescent","W01001698","Cardiff 036E","Criminal damage and arson","Under investigation",NA
"14663","7d0d941e9159eda334e5c5f933c3dfb51ea87b911497814bdb72c15314be47eb","2013-12","South Wales Police","South Wales Police",-3.147639,51.482974,"On or near Courtenay Road","W01001870","Cardiff 037A","Criminal damage and arson","No further action at this time",NA
